Rank;TZ;DAIO;Yr;mvts
Base;Latvia;TO;2015;176422
Base;Latvia;TO;2016;178013
Base;Latvia;TO;2017;193145
Base;Latvia;TO;2018;206788
Base;Latvia;TO;2019;210973
Base;Latvia;TO;2020;94990
Base;Latvia;TO;2021;125125
Base;Latvia;TO;2022;134014
Base;Latvia;TO;2023;138779,2896
Base;Latvia;TO;2024;153344,5981
Base;Latvia;TO;2025;155732,8648
Base;Latvia;TO;2026;158520,025
Base;Latvia;TO;2027;160946,1188
Base;Latvia;TO;2028;163425,5214
Base;Latvia;TO;2029;164979,0471
Base;Latvia;T;2010;214414
Base;Latvia;T;2011;235335
Base;Latvia;T;2012;232996
Base;Latvia;T;2013;235927
Base;Latvia;T;2014;242545
Base;Latvia;T;2015;244341
Base;Latvia;T;2016;245950
Base;Latvia;T;2017;267807
Base;Latvia;T;2018;290125
Base;Latvia;T;2019;298026
Base;Latvia;T;2020;130540
Base;Latvia;T;2021;163979
Base;Latvia;T;2022;189730
Base;Latvia;T;2023;200831,7617
Base;Latvia;T;2024;221504,6746
Base;Latvia;T;2025;225347,7457
Base;Latvia;T;2026;229614,1276
Base;Latvia;T;2027;233254,1028
Base;Latvia;T;2028;236925,3227
Base;Latvia;T;2029;239311,3236
Base;Portugal-Continental;I;2010;31007
Base;Portugal-Continental;I;2011;28458
Base;Portugal-Continental;I;2012;25306
Base;Portugal-Continental;I;2013;24281
Base;Portugal-Continental;I;2014;24896
Base;Portugal-Continental;I;2015;25153
Base;Portugal-Continental;I;2016;34020
Base;Portugal-Continental;I;2017;35875
Base;Portugal-Continental;I;2018;34958
Base;Portugal-Continental;I;2019;31960
Base;Portugal-Continental;I;2020;16192
Base;Portugal-Continental;I;2021;21006
Base;Portugal-Continental;I;2022;29714
Base;Portugal-Continental;I;2023;31638,35461
Base;Portugal-Continental;I;2024;31879,6252
Base;Portugal-Continental;I;2025;32927,91774
Base;Portugal-Continental;I;2026;33836,79696
Base;Portugal-Continental;I;2027;34341,48184
Base;Portugal-Continental;I;2028;34999,03902
Base;Portugal-Continental;I;2029;35484,34682
Base;Portugal-Continental;TI;2010;31007
Base;Portugal-Continental;TI;2011;28458
Base;Portugal-Continental;TI;2012;25306
Base;Portugal-Continental;TI;2013;24281
Base;Portugal-Continental;TI;2014;24896
Base;Portugal-Continental;TI;2015;25153
Base;Portugal-Continental;TI;2016;34020
Base;Portugal-Continental;TI;2017;35875
Base;Portugal-Continental;TI;2018;34958
Base;Portugal-Continental;TI;2019;31960
Base;Portugal-Continental;TI;2020;16192
Base;Portugal-Continental;TI;2021;21006
Base;Portugal-Continental;TI;2022;29714
Base;Portugal-Continental;TI;2023;31638,35461
Base;Portugal-Continental;TI;2024;31879,6252
Base;Portugal-Continental;TI;2025;32927,91774
Base;Portugal-Continental;TI;2026;33836,79696
Base;Portugal-Continental;TI;2027;34341,48184
Base;Portugal-Continental;TI;2028;34999,03902
Base;Portugal-Continental;TI;2029;35484,34682
Base;Portugal-Continental;AD;2010;214968
Base;Portugal-Continental;AD;2011;221950
Base;Portugal-Continental;AD;2012;221063
Base;Portugal-Continental;AD;2013;227713
Base;Portugal-Continental;AD;2014;243062
Base;Portugal-Continental;AD;2015;259944
Base;Portugal-Continental;AD;2016;281863
Base;Portugal-Continental;AD;2017;314908
Base;Portugal-Continental;AD;2018;336451
Base;Portugal-Continental;AD;2019;352986
Base;Portugal-Continental;AD;2020;146304
Base;Portugal-Continental;AD;2021;192491
Base;Portugal-Continental;AD;2022;339028
Base;Portugal-Continental;AD;2023;381150,4891
Base;Portugal-Continental;AD;2024;408823,1461
Base;Portugal-Continental;AD;2025;420749,278
Base;Portugal-Continental;AD;2026;433046,6527
Base;Portugal-Continental;AD;2027;441083,5526
Base;Portugal-Continental;AD;2028;449700,6689
Base;Portugal-Continental;AD;2029;455307,3493
Base;Portugal-Continental;TAD;2010;214968
Base;Portugal-Continental;TAD;2011;221950
Base;Portugal-Continental;TAD;2012;221063
Base;Portugal-Continental;TAD;2013;227713
Base;Portugal-Continental;TAD;2014;243062
Base;Portugal-Continental;TAD;2015;259944
Base;Portugal-Continental;TAD;2016;281863
Base;Portugal-Continental;TAD;2017;314908
Base;Portugal-Continental;TAD;2018;336451
Base;Portugal-Continental;TAD;2019;352986
Base;Portugal-Continental;TAD;2020;146304
Base;Portugal-Continental;TAD;2021;192491
Base;Portugal-Continental;TAD;2022;339028
Base;Portugal-Continental;TAD;2023;381150,4891
Base;Portugal-Continental;TAD;2024;408823,1461
Base;Portugal-Continental;TAD;2025;420749,278
Base;Portugal-Continental;TAD;2026;433046,6527
Base;Portugal-Continental;TAD;2027;441083,5526
Base;Portugal-Continental;TAD;2028;449700,6689
Base;Portugal-Continental;TAD;2029;455307,3493
Base;Portugal-Continental;O;2010;183375
Base;Portugal-Continental;O;2011;199536
Base;Portugal-Continental;O;2012;191607
Base;Portugal-Continental;O;2013;197400
Base;Portugal-Continental;O;2014;212106
Base;Portugal-Continental;O;2015;219662
Base;Portugal-Continental;O;2016;243388
Base;Portugal-Continental;O;2017;261740
Base;Portugal-Continental;O;2018;262572
Base;Portugal-Continental;O;2019;266277
Base;Portugal-Continental;O;2020;104109
Base;Portugal-Continental;O;2021;131993
Base;Portugal-Continental;O;2022;240886
Base;Portugal-Continental;O;2023;257619,6447
Base;Portugal-Continental;O;2024;264747,9776
Base;Portugal-Continental;O;2025;271359,3117
Base;Portugal-Continental;O;2026;279193,0347
Base;Portugal-Continental;O;2027;286015,3516
Base;Portugal-Continental;O;2028;292495,9615
Base;Portugal-Continental;O;2029;296458,7455
Base;Portugal-Continental;TO;2010;183375
Base;Portugal-Continental;TO;2011;199536
Base;Portugal-Continental;TO;2012;191607
Base;Portugal-Continental;TO;2013;197400
Base;Portugal-Continental;TO;2014;212106
Base;Portugal-Continental;TO;2015;219662
Base;Portugal-Continental;TO;2016;243388
Base;Portugal-Continental;TO;2017;261740
Base;Portugal-Continental;TO;2018;262572
Base;Portugal-Continental;TO;2019;266277
Base;Portugal-Continental;TO;2020;104109
Base;Portugal-Continental;TO;2021;131993
Base;Portugal-Continental;TO;2022;240886
Base;Portugal-Continental;TO;2023;257619,6447
Base;Portugal-Continental;TO;2024;264747,9776
Base;Portugal-Continental;TO;2025;271359,3117
Base;Portugal-Continental;TO;2026;279193,0347
Base;Portugal-Continental;TO;2027;286015,3516
Base;Portugal-Continental;TO;2028;292495,9615
Base;Portugal-Continental;TO;2029;296458,7455
Base;Portugal-Continental;T;2010;429350
Base;Portugal-Continental;T;2011;449944
Base;Portugal-Continental;T;2012;437976
Base;Portugal-Continental;T;2013;449394
Base;Portugal-Continental;T;2014;480064
Base;Portugal-Continental;T;2015;504759
Base;Portugal-Continental;T;2016;559271
Base;Portugal-Continental;T;2017;612523
Base;Portugal-Continental;T;2018;633981
Base;Portugal-Continental;T;2019;651223
Base;Portugal-Continental;T;2020;266605
Base;Portugal-Continental;T;2021;345490
Base;Portugal-Continental;T;2022;609628
Base;Portugal-Continental;T;2023;670408,4885
Base;Portugal-Continental;T;2024;705450,7489
Base;Portugal-Continental;T;2025;725036,5075
Base;Portugal-Continental;T;2026;746076,4843
Base;Portugal-Continental;T;2027;761440,386
Base;Portugal-Continental;T;2028;777195,6694
Base;Portugal-Continental;T;2029;787250,4417
Base;Lithuania;I;2010;1011
Base;Lithuania;I;2011;1189
Base;Lithuania;I;2012;1158
Base;Lithuania;I;2013;1668
Base;Lithuania;I;2014;1838
Base;Lithuania;I;2015;2174
Base;Lithuania;I;2016;1792
Base;Lithuania;I;2017;1832
Base;Lithuania;I;2018;2794
Base;Lithuania;I;2019;3283
Base;Lithuania;I;2020;2594
Base;Lithuania;I;2021;2022
Base;Lithuania;I;2022;2044
Base;Lithuania;I;2023;2031,482511
Base;Lithuania;I;2024;2026,021338
Base;Lithuania;I;2025;2026,810249
Base;Lithuania;I;2026;2031,082452
Base;Lithuania;I;2027;2033,260466
Base;Lithuania;I;2028;2041,517033
Base;Lithuania;I;2029;2038,884129
Base;Lithuania;TI;2010;1011
Base;Lithuania;TI;2011;1189
Base;Lithuania;TI;2012;1158
Base;Lithuania;TI;2013;1668
Base;Lithuania;TI;2014;1838
Base;Lithuania;TI;2015;2174
Base;Lithuania;TI;2016;1792
Base;Lithuania;TI;2017;1832
Base;Lithuania;TI;2018;2794
Base;Lithuania;TI;2019;3283
Base;Lithuania;TI;2020;2594
Base;Lithuania;TI;2021;2022
Base;Lithuania;TI;2022;2044
Base;Lithuania;TI;2023;2031,482511
Base;Lithuania;TI;2024;2026,021338
Base;Lithuania;TI;2025;2026,810249
Base;Lithuania;TI;2026;2031,082452
Base;Lithuania;TI;2027;2033,260466
Base;Lithuania;TI;2028;2041,517033
Base;Lithuania;TI;2029;2038,884129
Base;Lithuania;AD;2010;36256
Base;Lithuania;AD;2011;38463
Base;Lithuania;AD;2012;40472
Base;Lithuania;AD;2013;41326
Base;Lithuania;AD;2014;45848
Base;Lithuania;AD;2015;48236
Base;Lithuania;AD;2016;50969
Base;Lithuania;AD;2017;53814
Base;Lithuania;AD;2018;59315
Base;Lithuania;AD;2019;60477
Base;Lithuania;AD;2020;27864
Base;Lithuania;AD;2021;31795
Base;Lithuania;AD;2022;49650
Base;Lithuania;AD;2023;51495,08875
Base;Lithuania;AD;2024;55841,47634
Base;Lithuania;AD;2025;57598,92867
Base;Lithuania;AD;2026;59247,9441
Base;Lithuania;AD;2027;60386,89537
Base;Lithuania;AD;2028;61576,95888
Base;Lithuania;AD;2029;62375,81433
Base;Lithuania;TAD;2010;36256
Base;Lithuania;TAD;2011;38463
Base;Lithuania;TAD;2012;40472
Base;Lithuania;TAD;2013;41326
Base;Lithuania;TAD;2014;45848
Base;Lithuania;TAD;2015;48236
Base;Lithuania;TAD;2016;50969
Base;Lithuania;TAD;2017;53814
Base;Lithuania;TAD;2018;59315
Base;Lithuania;TAD;2019;60477
Base;Lithuania;TAD;2020;27864
Base;Lithuania;TAD;2021;31795
Base;Lithuania;TAD;2022;49650
Base;Lithuania;TAD;2023;51495,08875
Base;Lithuania;TAD;2024;55841,47634
Base;Lithuania;TAD;2025;57598,92867
Base;Lithuania;TAD;2026;59247,9441
Base;Lithuania;TAD;2027;60386,89537
Base;Lithuania;TAD;2028;61576,95888
Base;Lithuania;TAD;2029;62375,81433
Base;Lithuania;O;2010;168576
Base;Lithuania;O;2011;193776
Base;Lithuania;O;2012;194113
Base;Lithuania;O;2013;199485
Base;Lithuania;O;2014;209452
Base;Lithuania;O;2015;209845
Base;Lithuania;O;2016;207913
Base;Lithuania;O;2017;221168
Base;Lithuania;O;2018;238619
Base;Lithuania;O;2019;239406
Base;Lithuania;O;2020;108878
Base;Lithuania;O;2021;144598
Base;Lithuania;O;2022;132737
Base;Lithuania;O;2023;137176,5049
Base;Lithuania;O;2024;151643,4165
Base;Lithuania;O;2025;153529,5109
Base;Lithuania;O;2026;155737,005
Base;Lithuania;O;2027;157680,3159
Base;Lithuania;O;2028;159683,2843
Base;Lithuania;O;2029;160945,0779
Base;Lithuania;TO;2010;168576
Base;Lithuania;TO;2011;193776
Base;Lithuania;TO;2012;194113
Base;Lithuania;TO;2013;199485
Base;Lithuania;TO;2014;209452
Base;Lithuania;TO;2015;209845
Base;Lithuania;TO;2016;207913
Base;Lithuania;TO;2017;221168
Base;Lithuania;TO;2018;238619
Base;Lithuania;TO;2019;239406
Base;Lithuania;TO;2020;108878
Base;Lithuania;TO;2021;144598
Base;Lithuania;TO;2022;132737
Base;Lithuania;TO;2023;137176,5049
Base;Lithuania;TO;2024;151643,4165
Base;Lithuania;TO;2025;153529,5109
Base;Lithuania;TO;2026;155737,005
Base;Lithuania;TO;2027;157680,3159
Base;Lithuania;TO;2028;159683,2843
Base;Lithuania;TO;2029;160945,0779
Base;Lithuania;T;2010;205843
Base;Lithuania;T;2011;233428
Base;Lithuania;T;2012;235743
Base;Lithuania;T;2013;242479
Base;Lithuania;T;2014;257138
Base;Lithuania;T;2015;260255
Base;Lithuania;T;2016;260674
Base;Lithuania;T;2017;276814
Base;Lithuania;T;2018;300728
Base;Lithuania;T;2019;303166
Base;Lithuania;T;2020;139336
Base;Lithuania;T;2021;178415
Base;Lithuania;T;2022;184431
Base;Lithuania;T;2023;190703,0762
Base;Lithuania;T;2024;209510,9142
Base;Lithuania;T;2025;213155,2498
Base;Lithuania;T;2026;217016,0315
Base;Lithuania;T;2027;220100,4717
Base;Lithuania;T;2028;223301,7602
Base;Lithuania;T;2029;225359,7764
Base;Malta;I;2010;59
Base;Malta;I;2011;97
Base;Malta;I;2012;85
Base;Malta;I;2013;216
Base;Malta;I;2014;258
Base;Malta;I;2015;216
Base;Malta;I;2016;243
Base;Malta;I;2017;246
Base;Malta;I;2018;193
Base;Malta;I;2019;242
Base;Malta;I;2020;323
Base;Malta;I;2021;302
Base;Malta;I;2022;479
Base;Malta;I;2023;471,7312844
Base;Malta;I;2024;456,637725
Base;Malta;I;2025;455,9443371
Base;Malta;I;2026;456,5460085
Base;Malta;I;2027;457,1470088
Base;Malta;I;2028;459,0492503
Base;Malta;I;2029;458,3470009
Base;Malta;TI;2010;59
Base;Malta;TI;2011;97
Base;Malta;TI;2012;85
Base;Malta;TI;2013;216
Base;Malta;TI;2014;258
Base;Malta;TI;2015;216
Base;Malta;TI;2016;243
Base;Malta;TI;2017;246
Base;Malta;TI;2018;193
Base;Malta;TI;2019;242
Base;Malta;TI;2020;323
Base;Malta;TI;2021;302
Base;Malta;TI;2022;479
Base;Malta;TI;2023;471,7312844
Base;Malta;TI;2024;456,637725
Base;Malta;TI;2025;455,9443371
Base;Malta;TI;2026;456,5460085
Base;Malta;TI;2027;457,1470088
Base;Malta;TI;2028;459,0492503
Base;Malta;TI;2029;458,3470009
Base;Malta;AD;2010;32682
Base;Malta;AD;2011;33241
Base;Malta;AD;2012;32944
Base;Malta;AD;2013;35128
Base;Malta;AD;2014;37903
Base;Malta;AD;2015;41455
Base;Malta;AD;2016;44012
Base;Malta;AD;2017;50294
Base;Malta;AD;2018;56282
Base;Malta;AD;2019;57697
Base;Malta;AD;2020;23660
Base;Malta;AD;2021;31895
Base;Malta;AD;2022;47518
Base;Malta;AD;2023;57241,61193
Base;Malta;AD;2024;62268,41565
Base;Malta;AD;2025;63438,18236
Base;Malta;AD;2026;64724,24966
Base;Malta;AD;2027;65895,36957
Base;Malta;AD;2028;67090,69193
Base;Malta;AD;2029;67902,57305
Base;Malta;TAD;2010;32682
Base;Malta;TAD;2011;33241
Base;Malta;TAD;2012;32944
Base;Malta;TAD;2013;35128
Base;Malta;TAD;2014;37903
Base;Malta;TAD;2015;41455
Base;Malta;TAD;2016;44012
Base;Malta;TAD;2017;50294
Base;Malta;TAD;2018;56282
Base;Malta;TAD;2019;57697
Base;Malta;TAD;2020;23660
Base;Malta;TAD;2021;31895
Base;Malta;TAD;2022;47518
Base;Malta;TAD;2023;57241,61193
Base;Malta;TAD;2024;62268,41565
Base;Malta;TAD;2025;63438,18236
Base;Malta;TAD;2026;64724,24966
Base;Malta;TAD;2027;65895,36957
Base;Malta;TAD;2028;67090,69193
Base;Malta;TAD;2029;67902,57305
Base;Malta;O;2010;62198
Base;Malta;O;2011;47372
Base;Malta;O;2012;63652
Base;Malta;O;2013;73868
Base;Malta;O;2014;63607
Base;Malta;O;2015;60815
Base;Malta;O;2016;65486
Base;Malta;O;2017;65004
Base;Malta;O;2018;68537
Base;Malta;O;2019;72291
Base;Malta;O;2020;32049
Base;Malta;O;2021;39955
Base;Malta;O;2022;52608
Base;Malta;O;2023;72701,60009
Base;Malta;O;2024;82419,92352
Base;Malta;O;2025;84785,79491
Base;Malta;O;2026;87285,05103
Base;Malta;O;2027;89724,04031
Base;Malta;O;2028;92357,11076
Base;Malta;O;2029;94619,06341
Base;Malta;TO;2010;62198
Base;Malta;TO;2011;47372
Base;Malta;TO;2012;63652
Base;Malta;TO;2013;73868
Base;Malta;TO;2014;63607
Base;Malta;TO;2015;60815
Base;Malta;TO;2016;65486
Base;Malta;TO;2017;65004
Base;Malta;TO;2018;68537
Base;Malta;TO;2019;72291
Base;Malta;TO;2020;32049
Base;Malta;TO;2021;39955
Base;Malta;TO;2022;52608
Base;Malta;TO;2023;72701,60009
Base;Malta;TO;2024;82419,92352
Base;Malta;TO;2025;84785,79491
Base;Malta;TO;2026;87285,05103
Base;Malta;TO;2027;89724,04031
Base;Malta;TO;2028;92357,11076
Base;Malta;TO;2029;94619,06341
Base;Malta;T;2010;94939
Base;Malta;T;2011;80710
Base;Malta;T;2012;96681
Base;Malta;T;2013;109212
Base;Malta;T;2014;101768
Base;Malta;T;2015;102486
Base;Malta;T;2016;109741
Base;Malta;T;2017;115544
Base;Malta;T;2018;125012
Base;Malta;T;2019;130230
Base;Malta;T;2020;56032
Base;Malta;T;2021;72152
Base;Malta;T;2022;100605
Base;Malta;T;2023;130414,9433
Base;Malta;T;2024;145144,9769
Base;Malta;T;2025;148679,9216
Base;Malta;T;2026;152465,8467
Base;Malta;T;2027;156076,5569
Base;Malta;T;2028;159906,8519
Base;Malta;T;2029;162979,9835
Base;Moldova;I;2010;81
Base;Moldova;I;2011;135
Base;Moldova;I;2012;68
Base;Moldova;I;2013;65
Base;Moldova;I;2014;50
Base;Moldova;I;2015;31
Base;Moldova;I;2016;27
Base;Moldova;I;2017;34
Base;Moldova;I;2018;38
Base;Moldova;I;2019;35
Base;Moldova;I;2020;17
Base;Moldova;I;2021;16
Base;Moldova;I;2022;30
Base;Moldova;I;2023;13
Base;Moldova;I;2024;13
Base;Moldova;I;2025;13
Base;Moldova;I;2026;13
Base;Moldova;I;2027;13
Base;Moldova;I;2028;13
Base;Moldova;I;2029;13
Base;Moldova;TI;2010;81
Base;Moldova;TI;2011;135
Base;Moldova;TI;2012;68
Base;Moldova;TI;2013;65
Base;Moldova;TI;2014;50
Base;Moldova;TI;2015;31
Base;Moldova;TI;2016;27
Base;Moldova;TI;2017;34
Base;Moldova;TI;2018;38
Base;Moldova;TI;2019;35
Base;Moldova;TI;2020;17
Base;Moldova;TI;2021;16
Base;Moldova;TI;2022;30
Base;Moldova;TI;2023;13
Base;Moldova;TI;2024;13
Base;Moldova;TI;2025;13
Base;Moldova;TI;2026;13
Base;Moldova;TI;2027;13
Base;Moldova;TI;2028;13
Base;Moldova;TI;2029;13
Base;Moldova;AD;2010;13470
Base;Moldova;AD;2011;14601
Base;Moldova;AD;2012;15726
Base;Moldova;AD;2013;17099
Base;Moldova;AD;2014;19223
Base;Moldova;AD;2015;22462
Base;Moldova;AD;2016;22288
Base;Moldova;AD;2017;27154
Base;Moldova;AD;2018;28020
Base;Moldova;AD;2019;27316
Base;Moldova;AD;2020;9819
Base;Moldova;AD;2021;16777
Base;Moldova;AD;2022;19626
Base;Moldova;AD;2023;25504
Base;Moldova;AD;2024;26014
Base;Moldova;AD;2025;26534
Base;Moldova;AD;2026;27065
Base;Moldova;AD;2027;27606
Base;Moldova;AD;2028;28158
Base;Moldova;AD;2029;28721
Base;Moldova;TAD;2010;13470
Base;Moldova;TAD;2011;14601
Base;Moldova;TAD;2012;15726
Base;Moldova;TAD;2013;17099
Base;Moldova;TAD;2014;19223
Base;Moldova;TAD;2015;22462
Base;Moldova;TAD;2016;22288
Base;Moldova;TAD;2017;27154
Base;Moldova;TAD;2018;28020
Base;Moldova;TAD;2019;27316
Base;Moldova;TAD;2020;9819
Base;Moldova;TAD;2021;16777
Base;Moldova;TAD;2022;19626
Base;Moldova;TAD;2023;25504
Base;Moldova;TAD;2024;26014
Base;Moldova;TAD;2025;26534
Base;Moldova;TAD;2026;27065
Base;Moldova;TAD;2027;27606
Base;Moldova;TAD;2028;28158
Base;Moldova;TAD;2029;28721
Base;Moldova;O;2010;40864
Base;Moldova;O;2011;45668
Base;Moldova;O;2012;48080
Base;Moldova;O;2013;57047
Base;Moldova;O;2014;37010
Base;Moldova;O;2015;22945
Base;Moldova;O;2016;19489
Base;Moldova;O;2017;23013
Base;Moldova;O;2018;27041
Base;Moldova;O;2019;27949
Base;Moldova;O;2020;11869
Base;Moldova;O;2021;15855
Base;Moldova;O;2022;1983
Base;Moldova;O;2023;84
Base;Moldova;O;2024;86
Base;Moldova;O;2025;88
Base;Moldova;O;2026;90
Base;Moldova;O;2027;92
Base;Moldova;O;2028;94
Base;Moldova;O;2029;96
Base;Moldova;TO;2010;40864
Base;Moldova;TO;2011;45668
Base;Moldova;TO;2012;48080
Base;Moldova;TO;2013;57047
Base;Moldova;TO;2014;37010
Base;Moldova;TO;2015;22945
Base;Moldova;TO;2016;19489
Base;Moldova;TO;2017;23013
Base;Moldova;TO;2018;27041
Base;Moldova;TO;2019;27949
Base;Moldova;TO;2020;11869
Base;Moldova;TO;2021;15855
Base;Moldova;TO;2022;1983
Base;Moldova;TO;2023;84
Base;Moldova;TO;2024;86
Base;Moldova;TO;2025;88
Base;Moldova;TO;2026;90
Base;Moldova;TO;2027;92
Base;Moldova;TO;2028;94
Base;Moldova;TO;2029;96
Base;Moldova;T;2010;54415
Base;Moldova;T;2011;60404
Base;Moldova;T;2012;63874
Base;Moldova;T;2013;74211
Base;Moldova;T;2014;56283
Base;Moldova;T;2015;45438
Base;Moldova;T;2016;41804
Base;Moldova;T;2017;50201
Base;Moldova;T;2018;55099
Base;Moldova;T;2019;55300
Base;Moldova;T;2020;21705
Base;Moldova;T;2021;32648
Base;Moldova;T;2022;21639
Base;Moldova;T;2023;25601
Base;Moldova;T;2024;26113
Base;Moldova;T;2025;26635
Base;Moldova;T;2026;27168
Base;Moldova;T;2027;27711
Base;Moldova;T;2028;28265
Base;Moldova;T;2029;28830
Base;Morocco;I;2010;26677
Base;Morocco;I;2011;22211
Base;Morocco;I;2012;17954
Base;Morocco;I;2013;20365
Base;Morocco;I;2014;22490
Base;Morocco;I;2015;22218
Base;Morocco;I;2016;22873
Base;Morocco;I;2017;24075
Base;Morocco;I;2018;25377
Base;Morocco;I;2019;29525
Base;Morocco;I;2020;14317
Base;Morocco;I;2021;19544
Base;Morocco;I;2022;21850
Base;Morocco;I;2023;24070,12612
Base;Morocco;I;2024;25509,80413
Base;Morocco;I;2025;26320,44972
Base;Morocco;I;2026;27412,18952
Base;Morocco;I;2027;28536,00493
Base;Morocco;I;2028;29770,42005
Base;Morocco;I;2029;30892,59764
Base;Morocco;TI;2010;26677
Base;Morocco;TI;2011;22211
Base;Morocco;TI;2012;17954
Base;Morocco;TI;2013;20365
Base;Morocco;TI;2014;22490
Base;Morocco;TI;2015;22218
Base;Morocco;TI;2016;22873
Base;Morocco;TI;2017;24075
Base;Morocco;TI;2018;25377
Base;Morocco;TI;2019;29525
Base;Morocco;TI;2020;14317
Base;Morocco;TI;2021;19544
Base;Morocco;TI;2022;21850
Base;Morocco;TI;2023;24070,12612
Base;Morocco;TI;2024;25509,80413
Base;Morocco;TI;2025;26320,44972
Base;Morocco;TI;2026;27412,18952
Base;Morocco;TI;2027;28536,00493
Base;Morocco;TI;2028;29770,42005
Base;Morocco;TI;2029;30892,59764
Base;Morocco;AD;2010;126238
Base;Morocco;AD;2011;124673
Base;Morocco;AD;2012;116690
Base;Morocco;AD;2013;127676
Base;Morocco;AD;2014;131216
Base;Morocco;AD;2015;133833
Base;Morocco;AD;2016;134387
Base;Morocco;AD;2017;145782
Base;Morocco;AD;2018;157791
Base;Morocco;AD;2019;170733
Base;Morocco;AD;2020;55736
Base;Morocco;AD;2021;83355
Base;Morocco;AD;2022;148985
Base;Morocco;AD;2023;179965,4505
Base;Morocco;AD;2024;197689,1403
Base;Morocco;AD;2025;203028,4226
Base;Morocco;AD;2026;209239,4731
Base;Morocco;AD;2027;215423,5287
Base;Morocco;AD;2028;221949,3214
Base;Morocco;AD;2029;227228,4774
Base;Morocco;TAD;2010;126238
Base;Morocco;TAD;2011;124673
Base;Morocco;TAD;2012;116690
Base;Morocco;TAD;2013;127676
Base;Morocco;TAD;2014;131216
Base;Morocco;TAD;2015;133833
Base;Morocco;TAD;2016;134387
Base;Morocco;TAD;2017;145782
Base;Morocco;TAD;2018;157791
Base;Morocco;TAD;2019;170733
Base;Morocco;TAD;2020;55736
Base;Morocco;TAD;2021;83355
Base;Morocco;TAD;2022;148985
Base;Morocco;TAD;2023;179965,4505
Base;Morocco;TAD;2024;197689,1403
Base;Morocco;TAD;2025;203028,4226
Base;Morocco;TAD;2026;209239,4731
Base;Morocco;TAD;2027;215423,5287
Base;Morocco;TAD;2028;221949,3214
Base;Morocco;TAD;2029;227228,4774
Base;Morocco;O;2010;185966
Base;Morocco;O;2011;205205
Base;Morocco;O;2012;188913
Base;Morocco;O;2013;186185
Base;Morocco;O;2014;205784
Base;Morocco;O;2015;204634
Base;Morocco;O;2016;225987
Base;Morocco;O;2017;241297
Base;Morocco;O;2018;248084
Base;Morocco;O;2019;242675
Base;Morocco;O;2020;108850
Base;Morocco;O;2021;150080
Base;Morocco;O;2022;252537
Base;Morocco;O;2023;265087,4014
Base;Morocco;O;2024;265578,9565
Base;Morocco;O;2025;272568,1971
Base;Morocco;O;2026;280532,1742
Base;Morocco;O;2027;287401,4712
Base;Morocco;O;2028;293867,7773
Base;Morocco;O;2029;297582,2919
Base;Morocco;TO;2010;185966
Base;Morocco;TO;2011;205205
Base;Morocco;TO;2012;188913
Base;Morocco;TO;2013;186185
Base;Morocco;TO;2014;205784
Base;Morocco;TO;2015;204634
Base;Morocco;TO;2016;225987
Base;Morocco;TO;2017;241297
Base;Morocco;TO;2018;248084
Base;Morocco;TO;2019;242675
Base;Morocco;TO;2020;108850
Base;Morocco;TO;2021;150080
Base;Morocco;TO;2022;252537
Base;Morocco;TO;2023;265087,4014
Base;Morocco;TO;2024;265578,9565
Base;Morocco;TO;2025;272568,1971
Base;Morocco;TO;2026;280532,1742
Base;Morocco;TO;2027;287401,4712
Base;Morocco;TO;2028;293867,7773
Base;Morocco;TO;2029;297582,2919
Base;Morocco;T;2010;338881
Base;Morocco;T;2011;352089
Base;Morocco;T;2012;323557
Base;Morocco;T;2013;334226
Base;Morocco;T;2014;359490
Base;Morocco;T;2015;360685
Base;Morocco;T;2016;383247
Base;Morocco;T;2017;411154
Base;Morocco;T;2018;431252
Base;Morocco;T;2019;442933
Base;Morocco;T;2020;178903
Base;Morocco;T;2021;252979
Base;Morocco;T;2022;423372
Base;Morocco;T;2023;469122,9781
Base;Morocco;T;2024;488777,901
Base;Morocco;T;2025;501917,0695
Base;Morocco;T;2026;517183,8369
Base;Morocco;T;2027;531361,0049
Base;Morocco;T;2028;545587,5187
Base;Morocco;T;2029;555703,367
Base;Netherlands;I;2010;29751
Base;Netherlands;I;2011;27896
Base;Netherlands;I;2012;24789
Base;Netherlands;I;2013;23510
Base;Netherlands;I;2014;23313
Base;Netherlands;I;2015;22129
Base;Netherlands;I;2016;19348
Base;Netherlands;I;2017;18131
Base;Netherlands;I;2018;18050
Base;Netherlands;I;2019;16747
Base;Netherlands;I;2020;15671
Base;Netherlands;I;2021;15732
Base;Netherlands;I;2022;17477
Base;Netherlands;I;2023;16998,00997
Base;Netherlands;I;2024;16954,73823
Base;Netherlands;I;2025;16838,18853
Base;Netherlands;I;2026;16773,72577
Base;Netherlands;I;2027;16710,5624
Base;Netherlands;I;2028;16712,97761
Base;Netherlands;I;2029;16634,90351
Base;Netherlands;TI;2010;29751
Base;Netherlands;TI;2011;27896
Base;Netherlands;TI;2012;24789
Base;Netherlands;TI;2013;23510
Base;Netherlands;TI;2014;23313
Base;Netherlands;TI;2015;22129
Base;Netherlands;TI;2016;19348
Base;Netherlands;TI;2017;18131
Base;Netherlands;TI;2018;18050
Base;Netherlands;TI;2019;16747
Base;Netherlands;TI;2020;15671
Base;Netherlands;TI;2021;15732
Base;Netherlands;TI;2022;17477
