Rank,TZ,DAIO,Yr,mvts
Base,Spain-Canaries,I,2027,88611.79592
Base,Spain-Canaries,I,2028,87843.50538
Base,Spain-Canaries,I,2029,86248.92534
Base,Spain-Canaries,TI,2005,87565
Base,Spain-Canaries,TI,2006,90379
Base,Spain-Canaries,TI,2007,90313
Base,Spain-Canaries,TI,2008,90760
Base,Spain-Canaries,TI,2009,78696
Base,Spain-Canaries,TI,2010,79232
Base,Spain-Canaries,TI,2011,81589
Base,Spain-Canaries,TI,2012,69962
Base,Spain-Canaries,TI,2013,59745
Base,Spain-Canaries,TI,2014,64218
Base,Spain-Canaries,TI,2015,61912
Base,Spain-Canaries,TI,2016,66391
Base,Spain-Canaries,TI,2017,72378
Base,Spain-Canaries,TI,2018,90094
Base,Spain-Canaries,TI,2019,92231
Base,Spain-Canaries,TI,2020,56204
Base,Spain-Canaries,TI,2021,65748
Base,Spain-Canaries,TI,2022,85306
Base,Spain-Canaries,TI,2023,89844.53449
Base,Spain-Canaries,TI,2024,90005.88924
Base,Spain-Canaries,TI,2025,89667.53251
Base,Spain-Canaries,TI,2026,89217.78086
Base,Spain-Canaries,TI,2027,88611.79592
Base,Spain-Canaries,TI,2028,87843.50538
Base,Spain-Canaries,TI,2029,86248.92534
Base,Spain-Canaries,AD,2005,166902
Base,Spain-Canaries,AD,2006,174249
Base,Spain-Canaries,AD,2007,175863
Base,Spain-Canaries,AD,2008,174310
Base,Spain-Canaries,AD,2009,150924
Base,Spain-Canaries,AD,2010,158301
Base,Spain-Canaries,AD,2011,177333
Base,Spain-Canaries,AD,2012,166202
Base,Spain-Canaries,AD,2013,169544
Base,Spain-Canaries,AD,2014,185499
Base,Spain-Canaries,AD,2015,187099
Base,Spain-Canaries,AD,2016,211893
Base,Spain-Canaries,AD,2017,224952
Base,Spain-Canaries,AD,2018,223450
Base,Spain-Canaries,AD,2019,215155
Base,Spain-Canaries,AD,2020,95830
Base,Spain-Canaries,AD,2021,129494
Base,Spain-Canaries,AD,2022,223506
Base,Spain-Canaries,AD,2023,246561.8853
Base,Spain-Canaries,AD,2024,261114.0931
Base,Spain-Canaries,AD,2025,267797.25
Base,Spain-Canaries,AD,2026,272824.4532
Base,Spain-Canaries,AD,2027,277249.3425
Base,Spain-Canaries,AD,2028,281477.5325
Base,Spain-Canaries,AD,2029,283997.2992
Base,Spain-Canaries,TAD,2005,166902
Base,Spain-Canaries,TAD,2006,174249
Base,Spain-Canaries,TAD,2007,175863
Base,Spain-Canaries,TAD,2008,174310
Base,Spain-Canaries,TAD,2009,150924
Base,Spain-Canaries,TAD,2010,158301
Base,Spain-Canaries,TAD,2011,177333
Base,Spain-Canaries,TAD,2012,166202
Base,Spain-Canaries,TAD,2013,169544
Base,Spain-Canaries,TAD,2014,185499
Base,Spain-Canaries,TAD,2015,187099
Base,Spain-Canaries,TAD,2016,211893
Base,Spain-Canaries,TAD,2017,224952
Base,Spain-Canaries,TAD,2018,223450
Base,Spain-Canaries,TAD,2019,215155
Base,Spain-Canaries,TAD,2020,95830
Base,Spain-Canaries,TAD,2021,129494
Base,Spain-Canaries,TAD,2022,223506
Base,Spain-Canaries,TAD,2023,246561.8853
Base,Spain-Canaries,TAD,2024,261114.0931
Base,Spain-Canaries,TAD,2025,267797.25
Base,Spain-Canaries,TAD,2026,272824.4532
Base,Spain-Canaries,TAD,2027,277249.3425
Base,Spain-Canaries,TAD,2028,281477.5325
Base,Spain-Canaries,TAD,2029,283997.2992
Base,Spain-Canaries,O,2005,36855
Base,Spain-Canaries,O,2006,38348
Base,Spain-Canaries,O,2007,41909
Base,Spain-Canaries,O,2008,42385
Base,Spain-Canaries,O,2009,36908
Base,Spain-Canaries,O,2010,37546
Base,Spain-Canaries,O,2011,38638
Base,Spain-Canaries,O,2012,38417
Base,Spain-Canaries,O,2013,35837
Base,Spain-Canaries,O,2014,33789
Base,Spain-Canaries,O,2015,31977
Base,Spain-Canaries,O,2016,32211
Base,Spain-Canaries,O,2017,35199
Base,Spain-Canaries,O,2018,42029
Base,Spain-Canaries,O,2019,50440
Base,Spain-Canaries,O,2020,20512
Base,Spain-Canaries,O,2021,24659
Base,Spain-Canaries,O,2022,42970
Base,Spain-Canaries,O,2023,52283.10695
Base,Spain-Canaries,O,2024,56712.94447
Base,Spain-Canaries,O,2025,58683.60545
Base,Spain-Canaries,O,2026,60546.04018
Base,Spain-Canaries,O,2027,62299.7112
Base,Spain-Canaries,O,2028,64129.75905
Base,Spain-Canaries,O,2029,65612.70553
Base,Spain-Canaries,TO,2005,36855
Base,Spain-Canaries,TO,2006,38348
Base,Spain-Canaries,TO,2007,41909
Base,Spain-Canaries,TO,2008,42385
Base,Spain-Canaries,TO,2009,36908
Base,Spain-Canaries,TO,2010,37546
Base,Spain-Canaries,TO,2011,38638
Base,Spain-Canaries,TO,2012,38417
Base,Spain-Canaries,TO,2013,35837
Base,Spain-Canaries,TO,2014,33789
Base,Spain-Canaries,TO,2015,31977
Base,Spain-Canaries,TO,2016,32211
Base,Spain-Canaries,TO,2017,35199
Base,Spain-Canaries,TO,2018,42029
Base,Spain-Canaries,TO,2019,50440
Base,Spain-Canaries,TO,2020,20512
Base,Spain-Canaries,TO,2021,24659
Base,Spain-Canaries,TO,2022,42970
Base,Spain-Canaries,TO,2023,52283.10695
Base,Spain-Canaries,TO,2024,56712.94447
Base,Spain-Canaries,TO,2025,58683.60545
Base,Spain-Canaries,TO,2026,60546.04018
Base,Spain-Canaries,TO,2027,62299.7112
Base,Spain-Canaries,TO,2028,64129.75905
Base,Spain-Canaries,TO,2029,65612.70553
Base,Spain-Canaries,T,2005,291322
Base,Spain-Canaries,T,2006,302976
Base,Spain-Canaries,T,2007,308085
Base,Spain-Canaries,T,2008,307455
Base,Spain-Canaries,T,2009,266528
Base,Spain-Canaries,T,2010,275079
Base,Spain-Canaries,T,2011,297560
Base,Spain-Canaries,T,2012,274581
Base,Spain-Canaries,T,2013,265126
Base,Spain-Canaries,T,2014,283506
Base,Spain-Canaries,T,2015,280988
Base,Spain-Canaries,T,2016,310495
Base,Spain-Canaries,T,2017,332529
Base,Spain-Canaries,T,2018,355573
Base,Spain-Canaries,T,2019,357826
Base,Spain-Canaries,T,2020,172546
Base,Spain-Canaries,T,2021,219901
Base,Spain-Canaries,T,2022,351782
Base,Spain-Canaries,T,2023,388689.5268
Base,Spain-Canaries,T,2024,407832.9268
Base,Spain-Canaries,T,2025,416148.388
Base,Spain-Canaries,T,2026,422588.2742
Base,Spain-Canaries,T,2027,428160.8497
Base,Spain-Canaries,T,2028,433450.7969
Base,Spain-Canaries,T,2029,435858.9301
Base,Croatia,I,2005,11313
Base,Croatia,I,2006,9915
Base,Croatia,I,2007,11237
Base,Croatia,I,2008,11705
Base,Croatia,I,2009,13407
Base,Croatia,I,2010,10343
Base,Croatia,I,2011,9693
Base,Croatia,I,2012,8757
Base,Croatia,I,2013,8366
Base,Croatia,I,2014,9673
Base,Croatia,I,2015,9245
Base,Croatia,I,2016,9956
Base,Croatia,I,2017,10558
Base,Croatia,I,2018,10921
Base,Croatia,I,2019,11015
Base,Croatia,I,2020,7083
Base,Croatia,I,2021,9386
Base,Croatia,I,2022,8876
Base,Croatia,I,2023,9255.183199
Base,Croatia,I,2024,9832.81823
Base,Croatia,I,2025,10038.19136
Base,Croatia,I,2026,10238.1907
Base,Croatia,I,2027,10501.62879
Base,Croatia,I,2028,10841.46178
Base,Croatia,I,2029,11092.0955
Base,Croatia,TI,2005,11313
Base,Croatia,TI,2006,9915
Base,Croatia,TI,2007,11237
Base,Croatia,TI,2008,11705
Base,Croatia,TI,2009,13407
Base,Croatia,TI,2010,10343
Base,Croatia,TI,2011,9693
Base,Croatia,TI,2012,8757
Base,Croatia,TI,2013,8366
Base,Croatia,TI,2014,9673
Base,Croatia,TI,2015,9245
Base,Croatia,TI,2016,9956
Base,Croatia,TI,2017,10558
Base,Croatia,TI,2018,10921
Base,Croatia,TI,2019,11015
Base,Croatia,TI,2020,7083
Base,Croatia,TI,2021,9386
Base,Croatia,TI,2022,8876
Base,Croatia,TI,2023,9255.183199
Base,Croatia,TI,2024,9832.81823
Base,Croatia,TI,2025,10038.19136
Base,Croatia,TI,2026,10238.1907
Base,Croatia,TI,2027,10501.62879
Base,Croatia,TI,2028,10841.46178
Base,Croatia,TI,2029,11092.0955
Base,Croatia,AD,2005,53284
Base,Croatia,AD,2006,59240
Base,Croatia,AD,2007,62680
Base,Croatia,AD,2008,62856
Base,Croatia,AD,2009,59573
Base,Croatia,AD,2010,63716
Base,Croatia,AD,2011,64414
Base,Croatia,AD,2012,64626
Base,Croatia,AD,2013,66452
Base,Croatia,AD,2014,68223
Base,Croatia,AD,2015,71998
Base,Croatia,AD,2016,78313
Base,Croatia,AD,2017,87790
Base,Croatia,AD,2018,96438
Base,Croatia,AD,2019,102356
Base,Croatia,AD,2020,38970
Base,Croatia,AD,2021,64219
Base,Croatia,AD,2022,96474
Base,Croatia,AD,2023,102856.8089
Base,Croatia,AD,2024,108867.246
Base,Croatia,AD,2025,111849.3142
Base,Croatia,AD,2026,113891.4083
Base,Croatia,AD,2027,116007.1883
Base,Croatia,AD,2028,118518.5667
Base,Croatia,AD,2029,120280.2341
Base,Croatia,TAD,2005,53284
Base,Croatia,TAD,2006,59240
Base,Croatia,TAD,2007,62680
Base,Croatia,TAD,2008,62856
Base,Croatia,TAD,2009,59573
Base,Croatia,TAD,2010,63716
Base,Croatia,TAD,2011,64414
Base,Croatia,TAD,2012,64626
Base,Croatia,TAD,2013,66452
Base,Croatia,TAD,2014,68223
Base,Croatia,TAD,2015,71998
Base,Croatia,TAD,2016,78313
Base,Croatia,TAD,2017,87790
Base,Croatia,TAD,2018,96438
Base,Croatia,TAD,2019,102356
Base,Croatia,TAD,2020,38970
Base,Croatia,TAD,2021,64219
Base,Croatia,TAD,2022,96474
Base,Croatia,TAD,2023,102856.8089
Base,Croatia,TAD,2024,108867.246
Base,Croatia,TAD,2025,111849.3142
Base,Croatia,TAD,2026,113891.4083
Base,Croatia,TAD,2027,116007.1883
Base,Croatia,TAD,2028,118518.5667
Base,Croatia,TAD,2029,120280.2341
Base,Croatia,O,2005,266331
Base,Croatia,O,2006,269830
Base,Croatia,O,2007,323912
Base,Croatia,O,2008,347029
Base,Croatia,O,2009,349041
Base,Croatia,O,2010,384598
Base,Croatia,O,2011,423169
Base,Croatia,O,2012,422033
Base,Croatia,O,2013,417564
Base,Croatia,O,2014,441765
Base,Croatia,O,2015,453967
Base,Croatia,O,2016,451700
Base,Croatia,O,2017,488336
Base,Croatia,O,2018,539297
Base,Croatia,O,2019,600848
Base,Croatia,O,2020,255046
Base,Croatia,O,2021,387309
Base,Croatia,O,2022,608086
Base,Croatia,O,2023,684776.5792
Base,Croatia,O,2024,731372.857
Base,Croatia,O,2025,748597.1961
Base,Croatia,O,2026,761540.5766
Base,Croatia,O,2027,772988.8255
Base,Croatia,O,2028,785315.2258
Base,Croatia,O,2029,793416.8672
Base,Croatia,TO,2005,266331
Base,Croatia,TO,2006,269830
Base,Croatia,TO,2007,323912
Base,Croatia,TO,2008,347029
Base,Croatia,TO,2009,349041
Base,Croatia,TO,2010,384598
Base,Croatia,TO,2011,423169
Base,Croatia,TO,2012,422033
Base,Croatia,TO,2013,417564
Base,Croatia,TO,2014,441765
Base,Croatia,TO,2015,453967
Base,Croatia,TO,2016,451700
Base,Croatia,TO,2017,488336
Base,Croatia,TO,2018,539297
Base,Croatia,TO,2019,600848
Base,Croatia,TO,2020,255046
Base,Croatia,TO,2021,387309
Base,Croatia,TO,2022,608086
Base,Croatia,TO,2023,684776.5792
Base,Croatia,TO,2024,731372.857
Base,Croatia,TO,2025,748597.1961
Base,Croatia,TO,2026,761540.5766
Base,Croatia,TO,2027,772988.8255
Base,Croatia,TO,2028,785315.2258
Base,Croatia,TO,2029,793416.8672
Base,Croatia,T,2005,330928
Base,Croatia,T,2006,338985
Base,Croatia,T,2007,397829
Base,Croatia,T,2008,421590
Base,Croatia,T,2009,422021
Base,Croatia,T,2010,458657
Base,Croatia,T,2011,497276
Base,Croatia,T,2012,495416
Base,Croatia,T,2013,492382
Base,Croatia,T,2014,519661
Base,Croatia,T,2015,535210
Base,Croatia,T,2016,539969
Base,Croatia,T,2017,586684
Base,Croatia,T,2018,646656
Base,Croatia,T,2019,714219
Base,Croatia,T,2020,301099
Base,Croatia,T,2021,460914
Base,Croatia,T,2022,713436
Base,Croatia,T,2023,796888.5713
Base,Croatia,T,2024,850072.9212
Base,Croatia,T,2025,870484.7016
Base,Croatia,T,2026,885670.1756
Base,Croatia,T,2027,899497.6426
Base,Croatia,T,2028,914675.2542
Base,Croatia,T,2029,924789.1968
Base,Cyprus,I,2005,2479
Base,Cyprus,I,2006,2204
Base,Cyprus,I,2007,1965
Base,Cyprus,I,2008,2157
Base,Cyprus,I,2009,2078
Base,Cyprus,I,2010,1972
Base,Cyprus,I,2011,1382
Base,Cyprus,I,2012,821
Base,Cyprus,I,2013,684
Base,Cyprus,I,2014,753
Base,Cyprus,I,2015,2143
Base,Cyprus,I,2016,2795
Base,Cyprus,I,2017,2562
Base,Cyprus,I,2018,2439
Base,Cyprus,I,2019,1801
Base,Cyprus,I,2020,1856
Base,Cyprus,I,2021,1908
Base,Cyprus,I,2022,1958
Base,Cyprus,I,2023,1814.736687
Base,Cyprus,I,2024,1863.242416
Base,Cyprus,I,2025,1905.98485
Base,Cyprus,I,2026,1942.327455
Base,Cyprus,I,2027,1984.618715
Base,Cyprus,I,2028,2027.046838
Base,Cyprus,I,2029,2061.442894
Base,Cyprus,TI,2005,2479
Base,Cyprus,TI,2006,2204
Base,Cyprus,TI,2007,1965
Base,Cyprus,TI,2008,2157
Base,Cyprus,TI,2009,2078
Base,Cyprus,TI,2010,1972
Base,Cyprus,TI,2011,1382
Base,Cyprus,TI,2012,821
Base,Cyprus,TI,2013,684
Base,Cyprus,TI,2014,753
Base,Cyprus,TI,2015,2143
Base,Cyprus,TI,2016,2795
Base,Cyprus,TI,2017,2562
Base,Cyprus,TI,2018,2439
Base,Cyprus,TI,2019,1801
Base,Cyprus,TI,2020,1856
Base,Cyprus,TI,2021,1908
Base,Cyprus,TI,2022,1958
Base,Cyprus,TI,2023,1814.736687
Base,Cyprus,TI,2024,1863.242416
Base,Cyprus,TI,2025,1905.98485
Base,Cyprus,TI,2026,1942.327455
Base,Cyprus,TI,2027,1984.618715
Base,Cyprus,TI,2028,2027.046838
Base,Cyprus,TI,2029,2061.442894
Base,Cyprus,AD,2005,58893
Base,Cyprus,AD,2006,59834
Base,Cyprus,AD,2007,60418
Base,Cyprus,AD,2008,62713
Base,Cyprus,AD,2009,60850
Base,Cyprus,AD,2010,63547
Base,Cyprus,AD,2011,65006
Base,Cyprus,AD,2012,62694
Base,Cyprus,AD,2013,56344
Base,Cyprus,AD,2014,58971
Base,Cyprus,AD,2015,59835
Base,Cyprus,AD,2016,71696
Base,Cyprus,AD,2017,80635
Base,Cyprus,AD,2018,84037
Base,Cyprus,AD,2019,81684
Base,Cyprus,AD,2020,33546
Base,Cyprus,AD,2021,52945
Base,Cyprus,AD,2022,72971
Base,Cyprus,AD,2023,81283.63895
Base,Cyprus,AD,2024,82291.26198
Base,Cyprus,AD,2025,84692.67903
Base,Cyprus,AD,2026,86559.15131
Base,Cyprus,AD,2027,88449.47202
Base,Cyprus,AD,2028,90333.70275
Base,Cyprus,AD,2029,91832.80425
Base,Cyprus,TAD,2005,58893
Base,Cyprus,TAD,2006,59834
Base,Cyprus,TAD,2007,60418
Base,Cyprus,TAD,2008,62713
Base,Cyprus,TAD,2009,60850
Base,Cyprus,TAD,2010,63547
Base,Cyprus,TAD,2011,65006
Base,Cyprus,TAD,2012,62694
Base,Cyprus,TAD,2013,56344
Base,Cyprus,TAD,2014,58971
Base,Cyprus,TAD,2015,59835
Base,Cyprus,TAD,2016,71696
Base,Cyprus,TAD,2017,80635
Base,Cyprus,TAD,2018,84037
Base,Cyprus,TAD,2019,81684
Base,Cyprus,TAD,2020,33546
Base,Cyprus,TAD,2021,52945
Base,Cyprus,TAD,2022,72971
Base,Cyprus,TAD,2023,81283.63895
Base,Cyprus,TAD,2024,82291.26198
Base,Cyprus,TAD,2025,84692.67903
Base,Cyprus,TAD,2026,86559.15131
Base,Cyprus,TAD,2027,88449.47202
Base,Cyprus,TAD,2028,90333.70275
Base,Cyprus,TAD,2029,91832.80425
Base,Cyprus,O,2005,147148
Base,Cyprus,O,2006,154977
Base,Cyprus,O,2007,179861
Base,Cyprus,O,2008,207404
Base,Cyprus,O,2009,204671
Base,Cyprus,O,2010,219243
Base,Cyprus,O,2011,215007
Base,Cyprus,O,2012,206243
Base,Cyprus,O,2013,220366
Base,Cyprus,O,2014,244619
Base,Cyprus,O,2015,257112
Base,Cyprus,O,2016,247721
Base,Cyprus,O,2017,276346
Base,Cyprus,O,2018,307080
Base,Cyprus,O,2019,327981
Base,Cyprus,O,2020,128808
Base,Cyprus,O,2021,197533
Base,Cyprus,O,2022,269037
Base,Cyprus,O,2023,323572.2092
Base,Cyprus,O,2024,357809.4438
Base,Cyprus,O,2025,370524.7141
Base,Cyprus,O,2026,382090.7877
Base,Cyprus,O,2027,393705.0284
Base,Cyprus,O,2028,406413.1754
Base,Cyprus,O,2029,417578.3494
Base,Cyprus,TO,2005,147148
Base,Cyprus,TO,2006,154977
Base,Cyprus,TO,2007,179861
Base,Cyprus,TO,2008,207404
Base,Cyprus,TO,2009,204671
Base,Cyprus,TO,2010,219243
Base,Cyprus,TO,2011,215007
Base,Cyprus,TO,2012,206243
Base,Cyprus,TO,2013,220366
Base,Cyprus,TO,2014,244619
Base,Cyprus,TO,2015,257112
Base,Cyprus,TO,2016,247721
Base,Cyprus,TO,2017,276346
Base,Cyprus,TO,2018,307080
Base,Cyprus,TO,2019,327981
Base,Cyprus,TO,2020,128808
Base,Cyprus,TO,2021,197533
Base,Cyprus,TO,2022,269037
Base,Cyprus,TO,2023,323572.2092
Base,Cyprus,TO,2024,357809.4438
Base,Cyprus,TO,2025,370524.7141
Base,Cyprus,TO,2026,382090.7877
Base,Cyprus,TO,2027,393705.0284
Base,Cyprus,TO,2028,406413.1754
Base,Cyprus,TO,2029,417578.3494
Base,Cyprus,T,2005,208520
Base,Cyprus,T,2006,217015
Base,Cyprus,T,2007,242244
Base,Cyprus,T,2008,272274
Base,Cyprus,T,2009,267599
Base,Cyprus,T,2010,284762
Base,Cyprus,T,2011,281395
Base,Cyprus,T,2012,269758
Base,Cyprus,T,2013,277394
Base,Cyprus,T,2014,304343
Base,Cyprus,T,2015,319090
Base,Cyprus,T,2016,322212
Base,Cyprus,T,2017,359543
Base,Cyprus,T,2018,393556
Base,Cyprus,T,2019,411466
Base,Cyprus,T,2020,164210
Base,Cyprus,T,2021,252386
Base,Cyprus,T,2022,343966
Base,Cyprus,T,2023,406670.5849
Base,Cyprus,T,2024,441963.9482
Base,Cyprus,T,2025,457123.378
Base,Cyprus,T,2026,470592.2665
Base,Cyprus,T,2027,484139.1192
Base,Cyprus,T,2028,498773.925
Base,Cyprus,T,2029,511472.5965
Base,Czech Republic,I,2005,7554
Base,Czech Republic,I,2006,8747
Base,Czech Republic,I,2007,8705
Base,Czech Republic,I,2008,9788
Base,Czech Republic,I,2009,10571
Base,Czech Republic,I,2010,8419
Base,Czech Republic,I,2011,6582
Base,Czech Republic,I,2012,5554
Base,Czech Republic,I,2013,4426
Base,Czech Republic,I,2014,5055
Base,Czech Republic,I,2015,6364
Base,Czech Republic,I,2016,6640
Base,Czech Republic,I,2017,6982
Base,Czech Republic,I,2018,6966
Base,Czech Republic,I,2019,6101
Base,Czech Republic,I,2020,6510
Base,Czech Republic,I,2021,7932
Base,Czech Republic,I,2022,6098
Base,Czech Republic,I,2023,5681.399979
Base,Czech Republic,I,2024,6062.534994
Base,Czech Republic,I,2025,6199.378087
Base,Czech Republic,I,2026,6307.401951
Base,Czech Republic,I,2027,6404.156493
Base,Czech Republic,I,2028,6513.125776
Base,Czech Republic,I,2029,6582.613135
Base,Czech Republic,TI,2005,7554
Base,Czech Republic,TI,2006,8747
Base,Czech Republic,TI,2007,8705
Base,Czech Republic,TI,2008,9788
Base,Czech Republic,TI,2009,10571
Base,Czech Republic,TI,2010,8419
Base,Czech Republic,TI,2011,6582
Base,Czech Republic,TI,2012,5554
Base,Czech Republic,TI,2013,4426
Base,Czech Republic,TI,2014,5055
Base,Czech Republic,TI,2015,6364
Base,Czech Republic,TI,2016,6640
Base,Czech Republic,TI,2017,6982
Base,Czech Republic,TI,2018,6966
Base,Czech Republic,TI,2019,6101
Base,Czech Republic,TI,2020,6510
Base,Czech Republic,TI,2021,7932
Base,Czech Republic,TI,2022,6098
Base,Czech Republic,TI,2023,5681.399979
Base,Czech Republic,TI,2024,6062.534994
Base,Czech Republic,TI,2025,6199.378087
Base,Czech Republic,TI,2026,6307.401951
Base,Czech Republic,TI,2027,6404.156493
Base,Czech Republic,TI,2028,6513.125776
Base,Czech Republic,TI,2029,6582.613135
Base,Czech Republic,AD,2005,158124
Base,Czech Republic,AD,2006,165816
Base,Czech Republic,AD,2007,176922
Base,Czech Republic,AD,2008,182260
Base,Czech Republic,AD,2009,165708
Base,Czech Republic,AD,2010,160181
Base,Czech Republic,AD,2011,159078
Base,Czech Republic,AD,2012,141592
Base,Czech Republic,AD,2013,138550
Base,Czech Republic,AD,2014,135185
Base,Czech Republic,AD,2015,137034
Base,Czech Republic,AD,2016,144846
Base,Czech Republic,AD,2017,158847
Base,Czech Republic,AD,2018,167065
Base,Czech Republic,AD,2019,165813
Base,Czech Republic,AD,2020,58541
Base,Czech Republic,AD,2021,68765
Base,Czech Republic,AD,2022,112330
Base,Czech Republic,AD,2023,128159.7189
Base,Czech Republic,AD,2024,140090.5899
Base,Czech Republic,AD,2025,145330.9415
Base,Czech Republic,AD,2026,149896.0442
Base,Czech Republic,AD,2027,153795.5845
Base,Czech Republic,AD,2028,157713.0013
Base,Czech Republic,AD,2029,160634.6517
Base,Czech Republic,TAD,2005,158124
Base,Czech Republic,TAD,2006,165816
Base,Czech Republic,TAD,2007,176922
Base,Czech Republic,TAD,2008,182260
Base,Czech Republic,TAD,2009,165708
Base,Czech Republic,TAD,2010,160181
Base,Czech Republic,TAD,2011,159078
Base,Czech Republic,TAD,2012,141592
Base,Czech Republic,TAD,2013,138550
Base,Czech Republic,TAD,2014,135185
Base,Czech Republic,TAD,2015,137034
Base,Czech Republic,TAD,2016,144846
Base,Czech Republic,TAD,2017,158847
Base,Czech Republic,TAD,2018,167065
Base,Czech Republic,TAD,2019,165813
Base,Czech Republic,TAD,2020,58541
Base,Czech Republic,TAD,2021,68765
Base,Czech Republic,TAD,2022,112330
Base,Czech Republic,TAD,2023,128159.7189
Base,Czech Republic,TAD,2024,140090.5899
Base,Czech Republic,TAD,2025,145330.9415
Base,Czech Republic,TAD,2026,149896.0442
Base,Czech Republic,TAD,2027,153795.5845
Base,Czech Republic,TAD,2028,157713.0013
Base,Czech Republic,TAD,2029,160634.6517
Base,Czech Republic,O,2005,431752
Base,Czech Republic,O,2006,437039
Base,Czech Republic,O,2007,460181
Base,Czech Republic,O,2008,489644
Base,Czech Republic,O,2009,471328
Base,Czech Republic,O,2010,499852
Base,Czech Republic,O,2011,529613
Base,Czech Republic,O,2012,532269
Base,Czech Republic,O,2013,536591
Base,Czech Republic,O,2014,560207
Base,Czech Republic,O,2015,602396
Base,Czech Republic,O,2016,645923
Base,Czech Republic,O,2017,651055
Base,Czech Republic,O,2018,703238
Base,Czech Republic,O,2019,695320
Base,Czech Republic,O,2020,274639
Base,Czech Republic,O,2021,327248
Base,Czech Republic,O,2022,497647
Base,Czech Republic,O,2023,553177.2029
Base,Czech Republic,O,2024,614425.8924
Base,Czech Republic,O,2025,628111.2749
Base,Czech Republic,O,2026,637505.6756
Base,Czech Republic,O,2027,645546.2329
Base,Czech Republic,O,2028,654316.3388
Base,Czech Republic,O,2029,659866.5008
Base,Czech Republic,TO,2005,431752
Base,Czech Republic,TO,2006,437039
Base,Czech Republic,TO,2007,460181
Base,Czech Republic,TO,2008,489644
Base,Czech Republic,TO,2009,471328
Base,Czech Republic,TO,2010,499852
Base,Czech Republic,TO,2011,529613
Base,Czech Republic,TO,2012,532269
Base,Czech Republic,TO,2013,536591
Base,Czech Republic,TO,2014,560207
Base,Czech Republic,TO,2015,602396
Base,Czech Republic,TO,2016,645923
Base,Czech Republic,TO,2017,651055
Base,Czech Republic,TO,2018,703238
Base,Czech Republic,TO,2019,695320
Base,Czech Republic,TO,2020,274639
Base,Czech Republic,TO,2021,327248
Base,Czech Republic,TO,2022,497647
Base,Czech Republic,TO,2023,553177.2029
Base,Czech Republic,TO,2024,614425.8924
Base,Czech Republic,TO,2025,628111.2749
Base,Czech Republic,TO,2026,637505.6756
Base,Czech Republic,TO,2027,645546.2329
Base,Czech Republic,TO,2028,654316.3388
Base,Czech Republic,TO,2029,659866.5008
Base,Czech Republic,T,2005,597430
Base,Czech Republic,T,2006,611602
Base,Czech Republic,T,2007,645808
Base,Czech Republic,T,2008,681692
Base,Czech Republic,T,2009,647607
Base,Czech Republic,T,2010,668452
Base,Czech Republic,T,2011,695273
Base,Czech Republic,T,2012,679415
Base,Czech Republic,T,2013,679567
Base,Czech Republic,T,2014,700447
Base,Czech Republic,T,2015,745794
Base,Czech Republic,T,2016,797409
Base,Czech Republic,T,2017,816884
Base,Czech Republic,T,2018,877269
Base,Czech Republic,T,2019,867234
Base,Czech Republic,T,2020,339690
Base,Czech Republic,T,2021,403945
Base,Czech Republic,T,2022,616075
Base,Czech Republic,T,2023,687018.3217
Base,Czech Republic,T,2024,760579.0173
Base,Czech Republic,T,2025,779641.5945
Base,Czech Republic,T,2026,793709.1217
Base,Czech Republic,T,2027,805745.9739
Base,Czech Republic,T,2028,818542.4659
Base,Czech Republic,T,2029,827083.7656
Base,Denmark,I,2005,49220
Base,Denmark,I,2006,47459
Base,Denmark,I,2007,48696
Base,Denmark,I,2008,52339
Base,Denmark,I,2009,49429
Base,Denmark,I,2010,51379
Base,Denmark,I,2011,51895
Base,Denmark,I,2012,39931
Base,Denmark,I,2013,42004
Base,Denmark,I,2014,41710
Base,Denmark,I,2015,41030
Base,Denmark,I,2016,42704
Base,Denmark,I,2017,42200
Base,Denmark,I,2018,38929
Base,Denmark,I,2019,38760
Base,Denmark,I,2020,24967
Base,Denmark,I,2021,27710
Base,Denmark,I,2022,34087
Base,Denmark,I,2023,33833.61168
Base,Denmark,I,2024,35999.51991
Base,Denmark,I,2025,35968.36779
Base,Denmark,I,2026,35905.55699
Base,Denmark,I,2027,35790.14835
Base,Denmark,I,2028,35725.28498
Base,Denmark,I,2029,35471.37047
Base,Denmark,TI,2005,49220
Base,Denmark,TI,2006,47459
Base,Denmark,TI,2007,48696
Base,Denmark,TI,2008,52339
Base,Denmark,TI,2009,49429
Base,Denmark,TI,2010,51379
Base,Denmark,TI,2011,51895
Base,Denmark,TI,2012,39931
Base,Denmark,TI,2013,42004
Base,Denmark,TI,2014,41710
Base,Denmark,TI,2015,41030
Base,Denmark,TI,2016,42704
Base,Denmark,TI,2017,42200
Base,Denmark,TI,2018,38929
Base,Denmark,TI,2019,38760
Base,Denmark,TI,2020,24967
Base,Denmark,TI,2021,27710
Base,Denmark,TI,2022,34087
Base,Denmark,TI,2023,33833.61168
Base,Denmark,TI,2024,35999.51991
Base,Denmark,TI,2025,35968.36779
Base,Denmark,TI,2026,35905.55699
Base,Denmark,TI,2027,35790.14835
Base,Denmark,TI,2028,35725.28498
Base,Denmark,TI,2029,35471.37047
Base,Denmark,AD,2005,258271
Base,Denmark,AD,2006,256775
Base,Denmark,AD,2007,265636
